seed,status,wall_s,success,dist,fell_at,rmse_mm,tstep_mean,wob_pic,grf_pic,mkbrk,ctrl_mean,ctrl_p99
0,ok,51.67592144012451,False,2.480813442816071,-1.0,54.97348708277795,0.3294285714286535,41.27803723803472,3977.544253146514,3.2857142857142856,1.661581554971119,3.3397339936345802
1,ok,54.69206500053406,False,2.4308317964120985,-1.0,52.523003946642945,0.3316571428572277,48.311615309540905,3974.064700704905,2.8714285714285714,1.7802451284129486,3.508651977172122
2,ok,48.322972536087036,False,2.0859398512564167,-1.0,46.38908650398542,0.3102428571429158,48.77385260545787,3978.126295405151,3.2285714285714286,1.6491879416884403,3.2788769959006436
3,ok,52.88008141517639,False,2.523274359965294,-1.0,49.451388441461795,0.3330714285715151,42.0378135419253,4877.972496636153,2.914285714285714,1.6939277435043414,3.495124012697487
4,ok,54.26061177253723,False,2.7027470485115703,-1.0,53.65340404280259,0.3520142857143954,44.856260692460545,3799.3657796959797,3.2,1.6524805999336336,3.3680990274297096
5,ok,35.242549896240234,False,1.573069030320264,17.410999999998296,100.68998260401395,0.30014285714282324,73.19104503573215,3978.8469029314992,3.357142857142857,1.695915668489429,3.2861200452316592
6,ok,59.6949725151062,False,2.4628639206234375,-1.0,50.75126149629685,0.3297857142857968,48.8170956843787,4047.0001838253875,3.057142857142857,1.947270436358834,5.088422997505395
7,ok,57.90198540687561,False,2.435748020131756,-1.0,52.43174403344705,0.3259285714286492,54.656747271997396,3976.252778262573,3.2857142857142856,1.91205057825791,4.661376022850158
8,ok,56.781275272369385,False,2.411265685519108,-1.0,53.62239429783659,0.3250714285715053,45.93921270905562,3993.8778536244945,3.085714285714286,1.876088646879091,4.4209420197876055
9,ok,57.07789993286133,False,2.5019356127645156,-1.0,48.57241952233863,0.3298571428572255,42.75395629198118,5559.448254549341,2.9,1.8617726502359955,4.659875996876507
10,ok,57.13836336135864,False,2.541957047887082,-1.0,51.57527037645605,0.3333000000000868,50.729348985020074,3971.3724583333596,3.0714285714285716,1.8386308774714104,4.538288026233201
11,ok,30.99358606338501,False,0.43883384162683164,12.756999999998369,132.16311447102993,0.3269729729729321,58.33248992109244,4000.656409490274,3.189189189189189,2.0362556871496396,5.191044004168362
12,ok,14787.71573805809,False,2.5570621936646747,-1.0,51.5325681033434,0.3284857142857952,51.29938697950064,4804.40384793654,3.2714285714285714,569.7406036465145,4.1865200153552
13,ok,50.1549551486969,False,2.1927011489679926,-1.0,55.0715259501693,0.3076428571429126,58.13353238363645,4504.630346388156,3.1285714285714286,1.7230685727807584,4.371737993787974
14,ok,51.0157904624939,False,2.4116074475801472,-1.0,49.074114089685416,0.3241142857143613,45.31230086590108,3995.3487675995448,3.1142857142857143,1.6773170111538502,3.7865349819185354
15,ok,31.196226119995117,False,1.2893766725717455,14.84899999999721,113.30392208643981,0.32181818181812144,42.99803181836412,3988.1024606242904,3.090909090909091,1.7620522327368886,4.310691992286598
16,ok,20.85081148147583,False,0.23233438585566635,9.49000000000018,143.88177048922054,0.333666666666674,46.77313106689151,4005.9368193095634,3.0,1.8253457320138156,4.632270992151465
17,ok,51.860742807388306,False,2.581421702197051,-1.0,52.16788711878082,0.32160000000007255,44.940182236653264,3967.0376016193723,3.4571428571428573,1.706010283101304,3.601388006936756
18,ok,61.327540159225464,False,2.5215677961906082,-1.0,48.758920050140226,0.32881428571436705,44.84755029947039,3991.3557295304563,3.0,2.0038251424385805,5.517096962430506
19,ok,75.00278115272522,False,2.5054496826237576,-1.0,51.993681433864005,0.32770000000008,48.442183605567806,3989.5587796623486,3.2857142857142856,2.448481777583871,6.947149979532706
