seed,status,wall_s,success,dist,fell_at,rmse_mm,tstep_mean,wob_pic,grf_pic,mkbrk,ctrl_mean,ctrl_p99
0,ok,60.52415132522583,False,1.1992148307475723,9.203000000000339,134.1114092432282,0.4785294117647461,52.0786710383063,4388.590336741669,3.0588235294117645,5.52604279141255,19.991033966652996
1,ok,57.209641456604004,False,1.2832111139686617,9.427000000000215,125.92332725191241,0.4761111111111356,55.14734917871982,4393.053204847089,3.5555555555555554,5.158306821553214,19.0756319090724
2,ok,17.984859943389893,False,0.4358638296818029,3.7009999999997034,182.00184906929857,0.4604999999999595,59.28951956333365,4218.588184922094,3.3333333333333335,3.9981148902490893,16.055199783295393
3,ok,49.82693886756897,False,0.9792580786942845,8.121000000000938,131.1012105729551,0.48533333333339435,53.08911764291956,4552.928108674731,3.7333333333333334,5.183492587007038,23.197500035166755
4,ok,51.71854114532471,False,1.1292830302280548,8.57000000000069,131.41667419803048,0.4768823529412176,52.269869554204064,4470.604628798119,3.125,5.147107189103892,18.93711785785849
5,ok,18.378408193588257,False,0.3956356152781955,3.875999999999684,178.9512984533737,0.4527142857142446,52.3344714582138,4264.8560345919905,2.142857142857143,3.9291979623208797,14.787600084673613
6,ok,24.85833978652954,False,0.5418357166303642,4.86699999999996,158.63224910637766,0.4532222222222051,51.40527217152201,4821.777248836799,4.222222222222222,4.2984659541191625,13.596803960390393
7,ok,28.12460470199585,False,0.652245654389998,5.477000000000164,153.01739846351006,0.4807000000000089,49.27634497381599,4509.994448456537,3.9,4.325287675892096,14.90322403609752
8,ok,36.605186223983765,False,0.8699746823636512,6.804000000000607,135.05170223374617,0.4687692307692707,52.566784288075716,4261.6952704209525,3.6923076923076925,4.549675220824824,13.679153975099334
9,ok,32.672128438949585,False,0.7441597785299531,5.997000000000337,152.07235369857716,0.4677272727272911,55.21067011413749,4968.835032249972,3.6363636363636362,4.602067050695971,16.06009192764759
10,ok,70.39061522483826,False,1.3751917895409433,11.447999999999094,116.46526794174186,0.49377272727268956,55.03336719103163,4424.589082593611,3.0454545454545454,5.240724405441706,23.47327003255489
11,ok,50.45781755447388,False,0.8500700225410373,8.106000000000947,134.52101565538732,0.5404285714286053,82.6880539849292,4917.4250709223,3.3846153846153846,5.270050556182699,20.47115507302802
12,ok,50.16347575187683,False,1.0110809996433072,8.57000000000069,142.25973811363644,0.5069375000000578,53.55763303537931,4495.111186667185,3.466666666666667,4.971558084741861,17.395591058302667
13,ok,67.34072351455688,False,1.2149648911253188,11.411999999999114,112.1586165981829,0.4803636363636061,48.792383442790516,4433.175814303622,3.6363636363636362,5.049895994134099,14.815343017689878
14,ok,28.41439127922058,False,0.32573232623760634,5.34600000000012,140.1742534833899,0.4862222222222161,61.38041395206356,4586.947484708104,3.3333333333333335,4.468574016705139,16.022729990072555
15,ok,117.79693031311035,False,2.249909748891875,16.933999999997713,107.1229368137363,0.4909999999999202,56.54565812826808,4420.625815312999,3.3333333333333335,5.968217267540442,24.60549400653685
16,ok,48.448978424072266,False,0.8474951540153804,5.741000000000252,157.89667974702365,0.4581818181818333,46.245136154545506,4472.057710257236,3.4545454545454546,7.132571363809297,29.784460132941607
17,ok,83.60446858406067,False,1.2561607049334322,9.442000000000206,126.58756827769824,0.4839444444444647,48.494192785172174,4659.581551506381,3.0,7.512662020059975,31.05932106729598
18,ok,74.11995673179626,False,1.2345412919154388,10.22999999999977,127.6745737658222,0.4855263157894778,54.828092411025416,5904.783827453604,4.631578947368421,6.15032261109138,29.31992305442691
19,ok,121.77173805236816,False,2.4237139157607457,15.945999999996602,108.59617957342076,0.4824687499998948,55.720641236948595,4477.682214065046,3.6451612903225805,6.45561061757066,35.307310009374916
20,crash,1.3250932693481445,False,nan,nan,nan,nan,nan,nan,nan,nan,nan
21,ok,55.11825227737427,False,0.7649356567208545,7.116000000000711,141.8506264054247,0.4645000000000468,52.60079435776307,4855.472806035428,3.0714285714285716,6.406220178607487,27.47767515247692
22,ok,25.71658229827881,False,0.43860659818066844,3.7199999999997013,183.54774978260167,0.4638333333332925,54.29541467130782,4768.144889130298,3.0,5.665008169448664,24.322968965861914
23,ok,63.48624801635742,False,0.7411426966585365,8.422000000000772,115.72458367304819,0.49793333333339856,55.953905285109784,4920.6121089616545,3.6,6.362627594013185,29.987555870320293
24,ok,44.30676579475403,False,0.6977834655523251,4.83599999999995,167.92125082931565,0.4614444444444301,54.82119216739561,4965.574137667751,3.3333333333333335,7.803958621029368,66.47512002382386
25,ok,29.76492404937744,False,0.6039612995437109,4.749999999999921,160.78324487127023,0.5182499999999616,47.36442587893732,4442.640027313757,3.625,5.2023283166712835,23.03332005627456
26,ok,59.70424556732178,False,1.0656646667455838,8.362000000000805,136.9246320586187,0.47562500000006086,53.750467708537585,4995.203606776988,3.3125,6.01002897855511,25.42855098145082
27,ok,97.12574243545532,False,1.3533963838162248,10.979999999999354,128.4083692126182,0.4990952380952298,49.392001984205486,4234.621399356056,3.7,7.488344908769977,38.56727499747644
28,ok,34.52540373802185,False,0.5143094342834243,4.489999999999834,170.47970454368112,0.47237499999996824,54.6704077944753,4971.982274957305,3.125,6.418217459739184,28.40615208959206
29,ok,60.8218629360199,False,0.9045790019827299,8.600000000000673,120.55021836857675,0.47058823529416216,51.650349779128135,4453.462277466278,3.235294117647059,5.991059487582683,23.15396293764934
30,ok,86.10394668579102,False,0.8483247949798005,8.410000000000778,131.71596832232473,0.48543750000005537,55.68363250236614,4427.802894518143,3.4375,8.605941474923862,42.220034061465405
31,ok,242.74212861061096,False,2.7727594714902093,21.54700000000335,95.22998303491244,0.4936904761905453,54.79760311410923,5405.467881709435,3.5714285714285716,9.61680377816429,35.83350794855511
32,ok,36.77588963508606,False,0.3244811020157672,3.894999999999682,172.01869610786028,0.45357142857138744,49.06235461169659,4172.500353708421,3.2857142857142856,7.811774507724466,32.82752603758124
33,ok,170.8349096775055,False,2.4232233742889995,18.805,103.5549842638508,0.48935135135134306,54.08464758053687,5035.005626822311,3.5135135135135136,7.735730901759686,30.620667869225137
34,ok,88.59890675544739,False,1.3778501252892514,10.610999999999558,113.54023928804536,0.49249999999998656,55.066443104669155,6027.4546095988235,3.4,7.077833833474845,25.99441993515938
35,ok,86.09225726127625,False,1.3388860830548135,10.347999999999704,130.59093810411662,0.4860999999999902,52.75527530067345,4915.335360838961,3.9,7.050217229685382,26.23550999443982
36,ok,78.14378380775452,False,1.4565876765885044,10.491999999999624,122.60858247293643,0.48279999999999196,53.69303245005979,5082.94537643926,3.85,6.288770137922295,21.94602012634278
37,ok,83.3954496383667,False,1.2756153620226858,11.574999999999024,110.9305091510013,0.47582608695648376,53.761609551771805,4963.435262963181,4.173913043478261,6.130744940872841,21.400811914354566
38,ok,39.31176710128784,False,0.8117127736503649,5.790000000000268,159.1378424796862,0.4619090909091073,48.283185515689986,4186.8252192709715,3.4545454545454546,5.6883271350099065,20.540955895557982
39,ok,97.38330698013306,False,1.9020245801970295,14.12699999999761,111.84294349304427,0.48733333333325546,46.42910736212719,4423.186265091023,3.5555555555555554,5.860197905159275,20.621791984885924
40,ok,36.90601325035095,False,0.7446384129007633,5.529000000000181,157.1562368095119,0.4624000000000028,48.442421679765246,4133.315113673363,4.2,5.592844526804438,22.23398391157392
41,ok,28.361151933670044,False,0.5551383127831644,4.651999999999888,174.92144017569467,0.46174999999996463,56.78466413333387,4181.218073129581,2.25,5.054152341387759,19.000472922343747
42,ok,53.43565058708191,False,0.8635663768127712,8.395000000000786,127.51916237836025,0.4733750000000621,57.91266459342052,6542.339359683347,3.125,5.390729160120732,18.50632181391119
43,ok,50.34027314186096,False,0.789796515173684,7.730000000000916,139.84933361356764,0.4766000000000581,61.2130733774282,4841.514625200613,3.533333333333333,5.503773697643489,19.69144399743527
44,ok,56.063040256500244,False,1.0639851589235232,8.240000000000872,141.01266077881706,0.47533333333339095,56.82360916283507,4569.531503430882,3.8666666666666667,5.745826604057248,21.265721993986507
45,ok,37.23254346847534,False,0.6606139547223363,6.169000000000395,148.90325061300945,0.47972727272729504,53.68303416092402,4953.187428186494,3.4545454545454546,5.07707255430493,16.587540088221388
46,ok,43.374918699264526,False,0.8410154653322067,6.973000000000663,145.43607619342353,0.48138461538465954,50.723576148896555,4523.277864419793,3.230769230769231,5.2383625432787495,17.933991933241412
47,ok,47.810922384262085,False,1.5008725815355053,7.858000000000959,143.34572515138802,0.5097857142857571,68.5224413577282,6023.4681016942195,3.4285714285714284,5.1486703109012275,18.565582972951237
48,ok,49.59540247917175,False,0.9276536152226514,8.27900000000085,123.42395359607102,0.47575000000006074,53.81628208331253,4992.308323362065,3.125,5.071039366230877,16.560041927732527
49,ok,20.029386043548584,False,0.4693949484898923,3.8749999999996843,184.73786636888101,0.4515714285713876,43.055806864222,4159.592339954628,2.5714285714285716,4.276685082203438,16.36452015023676
