seed,status,wall_s,success,dist,fell_at,rmse_mm,tstep_mean,wob_pic,grf_pic,mkbrk,ctrl_mean,ctrl_p99
14,ok,52.02542543411255,True,3.6004158191254247,-1.0,51.50622644256264,0.33137142857151297,49.77473835396556,5331.211664360414,3.7142857142857144,1.6895440140585336,4.298683019587769
15,ok,19.233152627944946,False,0.6597547242722587,9.421000000000218,140.93154650737827,0.32951851851852815,48.27490638566961,4070.2306840697925,4.230769230769231,1.6971210060629702,4.091939970385278
16,ok,50.94617319107056,True,3.3423958083500698,-1.0,52.85177827063449,0.32818571428579485,54.80950750175833,4449.75682054146,3.342857142857143,1.6748172414938582,4.133139028563167
17,ok,53.39141130447388,True,3.6672797425466857,-1.0,58.15201594646864,0.3410285714286677,50.524932184144056,4062.919671500118,3.142857142857143,1.6992699726310008,3.930463951546699
18,ok,49.13121318817139,True,3.2192556820240683,-1.0,59.01646537503413,0.32205714285721593,50.82961247659936,4951.096584167527,3.7142857142857144,1.6367907102698118,3.907100006472315
19,ok,44.56282997131348,False,3.683887655924835,21.426000000003203,104.9128926049542,0.29961428571433135,43.50235949198631,4072.1133432802044,2.869565217391304,1.7665756695016372,4.606024987879209
20,ok,52.89397597312927,True,3.472307095251079,-1.0,54.81253417118706,0.34535714285724445,48.660356451497734,4439.997405023598,3.2,1.6582658014109206,4.092599975410846
21,ok,186.47638726234436,False,3.5590592727306376,23.148000000005307,100.04496617914099,0.3225428571429308,51.97552891318459,4062.181774858411,3.2857142857142856,1.3945287930917885,2.979496013722379
22,ok,46.00148606300354,True,3.4355381745456404,-1.0,60.06717106341714,0.3353571428572322,50.385182218463086,4071.5726103609236,3.442857142857143,1.4793448868208092,3.208464029594326
23,ok,51.986544132232666,True,3.5382346219869496,-1.0,52.96855925126503,0.3422285714286692,49.617477985956846,4067.3806662847383,3.142857142857143,1.6370135601764686,3.474182026693597
24,ok,46.87955021858215,True,3.4100805555703144,-1.0,49.43660036995305,0.32295714285721705,46.69490165037677,4062.066013858117,3.5142857142857142,1.556506120344817,3.3230929833371214
25,ok,44.86651134490967,False,2.679004587023439,23.260000000005444,89.16340393398815,0.31372857142863436,50.75009985913551,4078.8104546541035,3.4285714285714284,1.6426550642837894,3.364387006731704
26,ok,47.99105453491211,True,3.4749380590829326,-1.0,52.96550406587193,0.32575714285722046,46.463040038297514,4077.7003276880596,3.5285714285714285,1.5814894445000884,3.242683011339972
