seed,status,wall_s,success,dist,fell_at,rmse_mm,tstep_mean,wob_pic,grf_pic,mkbrk,ctrl_mean,ctrl_p99
38,ok,41.10526776313782,False,2.1956425981893175,24.35400000000678,92.53211655197033,0.3261857142857924,58.474430207354914,4171.346901622397,3.3857142857142857,1.4301656439761277,3.1003930064616747
39,ok,42.9135627746582,False,2.1377886568525715,25.746000000008483,106.5413549071049,0.34075714285723874,46.66207879924445,5702.183163066593,2.7857142857142856,1.4222898196717788,3.0903500155545762
40,ok,40.74615716934204,False,2.3173204814442565,-1.0,71.81749645680105,0.33781428571437805,46.88177308781877,4404.5230728872175,3.2,1.292392716303218,2.8518310037907204
41,ok,38.550628900527954,False,1.7995560103778652,25.87600000000864,86.55635283548057,0.33748571428580626,45.407409745398446,4286.614155982851,2.757142857142857,1.2667244665450048,2.599525003461167
42,ok,17.00690221786499,False,1.0638536254512063,11.475999999999079,117.53188859228,0.3495161290322318,44.29302732206231,3902.748506557315,2.870967741935484,1.227971409727594,2.6330250257160515
43,ok,10.432072401046753,False,0.5744915382491413,6.531000000000516,168.10480319716183,0.2934000000000222,39.02891473118843,3913.0424683166557,2.6,1.2744401166957202,2.7540800161659718
44,ok,33.78676772117615,False,2.18591663056689,22.076000000003997,115.57161969453702,0.3191791044776672,49.93842473563108,4573.529809312546,3.1194029850746268,1.2867284833773711,2.9012750164838508
45,ok,39.36021375656128,False,2.2596368529884963,23.01200000000514,93.60484897105624,0.3200571428572135,40.52758473302849,3946.813771931873,2.9857142857142858,1.4498543719215806,3.905499000684353
46,ok,28.957069873809814,False,1.6822965082682244,18.148999999999198,107.31636390429948,0.30251724137929326,65.76647800482074,4691.010928454924,3.4655172413793105,1.3430321396833607,2.869812024291605
47,ok,41.40244126319885,False,2.295896451949857,-1.0,61.48911052000364,0.33034285714294037,58.19942686099035,4611.171942848856,2.657142857142857,1.349899551503985,2.8641299810260534
48,ok,41.44484186172485,False,2.4105920862666332,25.487000000008166,98.40110246155477,0.33112857142865554,41.35790372056575,4191.089192268565,2.7142857142857144,1.3825586337835376,2.9946100350935003
49,ok,578.7986862659454,False,2.2515408315105265,-1.0,75.3717373941507,0.34605714285724526,64.04196394851071,4451.254169670512,2.8,21.06272570384031,3.152940009022131
